YÝL,BOLGE_KODU,BOLGE_ADÝ,TOPLAM_URT,TOPLAM_TK,HÝDROLÝK_URT,RESMÝ_DAÝRE_TK,SANAYÝ_ÝSLETME_TK,TERMAL_URT,TÝCARETHANE_TK,MESKEN_TK,TARIMSAL_SULAMA_TK,SANTÝYE_TK,SOKAK_AYDÝNLATMA_TK,DIGER_TK,KÝSÝBASÝ_TOPLAM_TK,KÝSÝBASÝ_SANAYÝ_TK,KÝSÝBASÝ_MESKEN_TK,LAT,LON
2009,TR51,Ankara,,8611587,,1174595,1879665,,2112794,2969939,103873,,187631,183090,1852,404,639,39.91987,32.85427
2010,TR51,Ankara,,9565913,,1138325,2477678,,2320362,3146867,100642,,208296,173742,2005,519,659,39.91987,32.85427
2011,TR51,Ankara,,10259178,,1031736,2955821,,2510727,3228255,138679,,240932,153028,2098,604,660,39.91987,32.85427
2012,TR51,Ankara,,10628635,,1358083,2905889,,2478572,3379872,112982,,225929,167308,2140,585,681,39.91987,32.85427
2013,TR51,Ankara,,10681360,,1388163,2690365,,2613563,3486564,117116,,223710,161879,2117,533,691,39.91987,32.85427
2014,TR51,Ankara,,10976586,,1433091,2676528,,2861468,3471696,128620,,235588,169595,2131,520,674,39.91987,32.85427
2015,TR51,Ankara,,11462769,,1618268,3013434,,3127361,3118270,74790,,255435,255212,2175,572,592,39.91987,32.85427
1995,TR521,Konya,50.5,2192783,1.8,77336,1501039,48.7,64221,321137,117144,8681,64376,38849,,,,37.87135,32.48464
1996,TR521,Konya,50.3,2298773,1.8,25574,1658438,48.5,78513,339699,119004,11268,61689,4588,,,,37.87135,32.48464
1997,TR521,Konya,50,2494784,1.5,29207,1716018,48.5,102867,380913,137793,16344,63444,48198,,,,37.87135,32.48464
1998,TR521,Konya,58.3,1734220,1.5,29626,885178,56.8,115715,423307,169728,20419,73535,16712,,,,37.87135,32.48464
1999,TR521,Konya,56.3,2730054,1.5,40994,1779563,54.8,131628,460511,211769,23734,73192,8663,,,,37.87135,32.48464
2000,TR521,Konya,57,2864405,2.2,45017,1795022,54.8,154774,490620,229444,25603,80905,43020,,,,37.87135,32.48464
2001,TR521,Konya,57,2932284,2.2,48772,1731257,54.8,151131,521323,307395,23813,94867,53726,,,,37.87135,32.48464
2002,TR521,Konya,55.8,1777542,1.7,29842,568037,54.1,178786,467427,278068,,113831,141551,,,,37.87135,32.48464
2003,TR521,Konya,55.8,2955590,1.7,32579,1640444,54.1,199494,506615,330648,,103616,142194,,,,37.87135,32.48464
2004,TR521,Konya,61.3,3335399,1.7,70484,1851390,59.6,218003,560573,398427,,61696,174826,,,,37.87135,32.48464
2005,TR521,Konya,77.3,3773737,1.7,81323,1926900,75.6,281857,719459,507648,,93133,163418,,,,37.87135,32.48464
2006,TR521,Konya,,4264406,,101076,2347796,,325116,678070,494295,,100692,217360,,,,37.87135,32.48464
2007,TR521,Konya,,4545963,,173263,2456879,,377904,720617,631396,,99850,86054,2320,1254,368,37.87135,32.48464
2008,TR521,Konya,,4580276,,206704,2189317,,401872,797169,772801,,114001,98412,2325,1111,405,37.87135,32.48464
2009,TR521,Konya,,3919075,,222204,1703018,,407349,807844,608224,,97113,73323,1967,855,405,37.87135,32.48464
2010,TR521,Konya,,4776247,,241273,2376296,,482179,868937,632302,,101713,73547,2372,1180,431,37.87135,32.48464
2011,TR521,Konya,,4985295,,142497,2248135,,784182,1068011,193298,,98140,451032,2446,1103,524,37.87135,32.48464
2012,TR521,Konya,,5307048,,178935,2096930,,732285,971387,628771,,105290,593450,2586,1022,473,37.87135,32.48464
2013,TR521,Konya,,5510813,,204505,2398445,,805952,994317,388478,,135226,583889,2650,1154,478,37.87135,32.48464
2014,TR521,Konya,,5744236,,176941,2406556,,865249,1026300,474074,,133684,661431,2724,1141,487,37.87135,32.48464
2015,TR521,Konya,,6101166,,164572,2702270,,1059361,1070398,791871,,136487,176208,2864,1268,502,37.87135,32.48464
1995,TR522,Karaman,11.7,127362,11.7,2784,47453,,5641,33447,19200,792,4419,13626,,,,37.18111,33.215
1996,TR522,Karaman,11.7,143149,11.7,9441,51294,,7058,36211,29834,1724,7281,306,,,,37.18111,33.215
1997,TR522,Karaman,11.7,177837,11.7,3981,79833,,9378,43513,31224,1976,7508,424,,,,37.18111,33.215
1998,TR522,Karaman,11.9,192149,11.9,4201,72786,,12099,49715,37082,2461,11326,2479,,,,37.18111,33.215
1999,TR522,Karaman,11.9,211404,11.9,4787,76111,,12840,52084,48871,1953,13896,862,,,,37.18111,33.215
2000,TR522,Karaman,11.9,212882,11.9,5049,74401,,14104,52600,40535,3612,16013,6568,,,,37.18111,33.215
2001,TR522,Karaman,11.9,231438,11.9,7049,64401,,18323,54607,61535,3613,15170,6740,,,,37.18111,33.215
2002,TR522,Karaman,11.9,234608,11.9,7996,69834,,13063,52633,60815,,19316,10951,,,,37.18111,33.215
2003,TR522,Karaman,11.9,268544,11.9,9112,82182,,20708,58445,35154,,19728,43215,,,,37.18111,33.215
2004,TR522,Karaman,11.9,294615,11.9,16920,92489,,18654,60489,86668,,10670,8725,,,,37.18111,33.215
2005,TR522,Karaman,11.9,344891,11.9,10319,106168,,33626,68294,89263,,15116,22105,,,,37.18111,33.215
2006,TR522,Karaman,,363931,,13790,106685,,29189,69712,91993,,21600,30962,,,,37.18111,33.215
2007,TR522,Karaman,,419168,,24625,142462,,27901,77372,120484,,18961,7363,1854,630,342,37.18111,33.215
2008,TR522,Karaman,,456351,,24800,150951,,31786,85576,140728,,13202,9307,1983,656,372,37.18111,33.215
2009,TR522,Karaman,,464092,,24967,161335,,33201,92194,126162,,16833,9401,2002,696,398,37.18111,33.215
2010,TR522,Karaman,,482166,,9950,157349,,54890,96859,114800,,11899,36418,2073,676,416,37.18111,33.215
2011,TR522,Karaman,,472894,,11404,180052,,59326,90265,57609,,12469,61769,2021,769,386,37.18111,33.215
2012,TR522,Karaman,,565021,,15122,212625,,54300,107625,102838,,12345,60166,2400,903,457,37.18111,33.215
2013,TR522,Karaman,,615007,,16921,229092,,64729,108335,122093,,14142,59695,2585,963,455,37.18111,33.215
2014,TR522,Karaman,,635100,,19759,219894,,80089,112759,131087,,14085,57427,2642,915,469,37.18111,33.215
2015,TR522,Karaman,,665966,,22798,240256,,83052,122903,159555,,14692,22711,2750,992,507,37.18111,33.215
1995,TR611,Antalya,668.2,1513498,668.2,123997,327282,,336315,435648,50247,14401,102412,123196,,,,36.90812,30.69556
1996,TR611,Antalya,668.2,1907366,668.2,128291,413087,,543972,617106,62044,18802,109102,14962,,,,36.90812,30.69556
1997,TR611,Antalya,668.2,2022638,668.2,176549,423246,,654437,505811,64142,31299,154894,12260,,,,36.90812,30.69556
1998,TR611,Antalya,668.2,3176036,668.2,112746,1447511,,716706,629066,81301,32683,153560,2463,,,,36.90812,30.69556
1999,TR611,Antalya,668.2,2320467,668.2,165072,508674,,653782,642071,77477,35473,147379,90539,,,,36.90812,30.69556
2000,TR611,Antalya,668.2,2418143,668.2,165998,389837,,786332,675212,83589,37602,163562,116011,,,,36.90812,30.69556
2001,TR611,Antalya,668.2,2527441,668.2,223462,458497,,885010,644300,80196,19399,205569,11008,,,,36.90812,30.69556
2002,TR611,Antalya,668.2,3675147,668.2,106245,1567106,,883109,620066,79565,,221856,197200,,,,36.90812,30.69556
2003,TR611,Antalya,668.2,3083341,668.2,230658,581577,,1021077,756051,83648,,229734,180596,,,,36.90812,30.69556
2004,TR611,Antalya,668.2,3299614,668.2,311808,517399,,1267799,816569,82762,,236144,67133,,,,36.90812,30.69556
2005,TR611,Antalya,621,3772134,621,326498,521695,,1522888,985534,85792,,249269,80459,,,,36.90812,30.69556
2006,TR611,Antalya,,3877343,,335327,417222,,1489761,1140498,93840,,250744,149951,,,,36.90812,30.69556
2007,TR611,Antalya,,4599745,,411837,563179,,1803803,1274084,115311,,184434,247098,2571,315,712,36.90812,30.69556
2008,TR611,Antalya,,4844751,,458326,503085,,1869962,1374926,133597,,156430,348424,2606,271,739,36.90812,30.69556
2009,TR611,Antalya,,4679153,,413999,427444,,1904930,1416665,111730,,108961,295426,2437,223,738,36.90812,30.69556
2010,TR611,Antalya,,5223958,,477586,736267,,2185190,1518244,118362,,111892,76417,2641,372,767,36.90812,30.69556
2011,TR611,Antalya,,6141000,,192206,1157079,,2465615,1740445,118355,,118685,348616,3005,566,852,36.90812,30.69556
2012,TR611,Antalya,,6232090,,220924,972287,,2489374,1894871,125547,,123469,405619,2978,465,906,36.90812,30.69556
2013,TR611,Antalya,,6183322,,43684,857870,,2987643,1721252,154919,,138334,279620,2865,397,798,36.90812,30.69556
2014,TR611,Antalya,,6535926,,128866,960009,,3051240,1875069,149561,,139454,231727,2941,432,844,36.90812,30.69556
2015,TR611,Antalya,,7050581,,125411,944701,,2839684,2183178,140328,,135899,681378,3081,413,954,36.90812,30.69556
1995,TR613,Burdur,45,154442,32,8286,57756,13,4081,52044,10526,404,17500,3845,,,,37.72028,30.29083
1996,TR613,Burdur,32,165538,32,4698,65707,,4663,57626,9408,324,19200,3912,,,,37.72028,30.29083
1997,TR613,Burdur,43.2,178380,32,10259,69477,11.2,6833,59544,10352,315,19800,1800,,,,37.72028,30.29083
1998,TR613,Burdur,43.2,210616,32,10749,87208,11.2,8983,68550,10774,352,21900,2100,,,,37.72028,30.29083
1999,TR613,Burdur,41.7,222085,32,12077,83866,9.7,10874,77543,12831,396,20750,3748,,,,37.72028,30.29083
2000,TR613,Burdur,41.7,228040,32,8325,87275,9.7,12843,80134,13971,493,24999,,,,,37.72028,30.29083
2001,TR613,Burdur,41.7,231146,32,14994,81327,9.7,10563,71377,22060,421,17400,13004,,,,37.72028,30.29083
